city,neighborhood,house type,house_area,garden_area,rooms,balconies,air_condition,parking,protected_room,elevator,renovated,furniture,accessibility,bars,storage,price
כפר סבא,פרחים;דגניה,דירה,115,0.0,4.0,1,1,1,1,1,0,1,0,0,0,7000
ראשון לציון,נווה אליהו,יחידת דיור,35,0.0,1.5,0,1,1,0,0,1,1,0,0,0,2800
חיפה,רמות רמז,דירה,55,0.0,2.5,1,1,0,0,0,0,1,0,0,0,2500
רמת גן,מרכז העיר ג',דירה,40,0.0,2.5,0,1,0,0,0,1,0,0,0,0,4700
להבים,אין,בית פרטי/קוטג,680,0.0,6.0,2,1,1,1,0,0,1,0,1,0,7600
אריאל,אין,יחידת דיור,75,0.0,3.0,0,1,1,1,0,1,0,0,0,1,4300
פתח תקווה,רמות ורבר,דירה,80,0.0,3.5,0,1,1,0,0,0,1,0,1,0,4300
רמת גן,מתחם נגבה,דירה,66,0.0,3.0,0,1,0,0,0,1,0,0,0,0,5200
נעלה,אין,יחידת דיור,40,50.0,2.0,0,1,0,0,0,0,1,0,0,0,3000
רמת גן,החרוזים,סאבלט,61,0.0,3.0,1,1,1,1,1,1,1,0,0,0,7000
תל אביב יפו,הצפון הישן החלק המרכזי,דירה,63,0.0,2.5,0,1,0,0,0,1,1,0,0,0,7800
חריש,אין,דירה,155,0.0,4.0,1,1,1,1,1,0,0,0,1,1,3500
באר שבע,אין,דירה,95,0.0,3.0,1,1,1,1,1,1,0,0,0,0,3500
אילת,ערבה,דירה,38,0.0,2.0,0,1,0,0,0,1,1,0,1,0,2650
פתח תקווה,קרול,דירה,40,0.0,2.0,1,1,0,0,1,1,0,0,0,0,3900
גבעת שמואל,השכונה הותיקה,מרתף/פרטר,60,0.0,1.0,0,1,1,1,0,0,1,0,1,0,3500
קרית אונו,אין,דירה,98,0.0,3.0,1,1,1,1,1,0,0,0,0,0,6555
קרית אונו,אין,דירה,120,0.0,4.0,1,1,1,1,1,0,0,0,0,1,6700
כפר טרומן,אין,יחידת דיור,190,120.0,2.0,1,1,1,0,0,1,0,0,0,0,4800
רמת גן,תל יהודה,דירה,60,0.0,3.0,1,1,0,1,1,1,0,0,1,0,6000
רמת גן,תל יהודה,דירה,94,0.0,4.0,1,1,1,1,1,0,1,0,0,0,7200
ראשון לציון,"רמב""ם",דירה,101,0.0,4.5,0,1,1,0,1,0,0,0,1,0,5500
אשדוד,רובע א,דירה,85,0.0,4.0,0,1,0,0,0,1,0,0,0,0,4500
פתח תקווה,אם המושבות,דירה,125,0.0,5.0,1,1,1,1,1,1,1,1,0,1,8750
אשקלון,ברנע ב,דירה,124,0.0,5.0,1,1,1,1,1,0,0,0,0,0,4400
תל אביב יפו,יפו ד,דירה,58,0.0,3.0,1,1,1,0,0,0,1,0,1,1,3750
קרית אונו,קיראון,סטודיו/לופט,45,0.0,1.0,0,1,0,1,1,1,1,1,0,0,3500
חיפה,הדר הכרמל,דירה,80,0.0,4.0,1,1,0,0,0,1,0,0,0,0,3000
שתולים,אין,יחידת דיור,35,10.0,1.0,0,1,0,0,0,0,0,1,0,0,2500
זכרון יעקב,רמת צבי,דירה,104,0.0,4.0,1,1,1,1,1,0,0,0,0,0,4900
תל אביב יפו,נוה שרת,דירה,78,0.0,3.0,0,1,0,0,1,1,1,0,0,0,8950
"מצפה אבי""ב",אין,דירת גן,97,25.0,3.0,1,1,1,1,0,0,0,0,1,0,4200
עפולה,רובע יזרעאל,דירה,75,0.0,3.0,1,1,1,1,1,0,0,1,0,0,3400
שערי תקווה,אין,יחידת דיור,150,0.0,4.0,2,1,0,1,0,1,0,0,0,0,5400
אשדוד,רובע ב,דירה,80,0.0,3.0,0,0,0,0,0,0,1,0,1,0,4000
בת ים,צפון מערב,דירה,100,0.0,3.5,0,1,0,0,0,0,0,0,0,0,4800
באר שבע,נווה זאב,דירה,95,0.0,3.0,1,1,1,1,1,0,0,1,0,0,3400
קרית טבעון,אין,יחידת דיור,80,0.0,3.0,0,1,0,1,0,1,1,0,0,1,3800
כפר יונה,אין,דירה,60,0.0,3.0,0,1,0,0,0,1,1,0,1,0,2600
קרית גת,הקוממיות,דירה,78,0.0,3.0,1,1,0,0,0,0,1,0,0,0,3200
הוד השרון,רמתיים,דירה,55,0.0,2.0,1,1,0,0,0,1,0,0,0,0,4200
נהריה,נווה יצחק רבין (נהריה הירוקה),דירה,110,0.0,4.0,1,1,1,1,0,1,0,0,0,1,4200
ראשון לציון,נווה אליהו,דירה,59,0.0,3.0,0,1,0,0,0,1,0,0,0,0,5000
קרני שומרון,אין,יחידת דיור,70,0.0,3.0,0,1,0,0,0,0,0,0,0,0,3000
פרדס חנה כרכור,נוה פרדסים,דירה,95,0.0,4.0,1,1,1,1,1,1,0,0,0,1,4900
באר שבע,רמות,יחידת דיור,60,0.0,2.0,0,1,0,1,0,1,1,0,0,0,2500
בת חפר,אין,בית פרטי/קוטג,276,0.0,6.0,0,1,0,1,0,1,0,0,0,0,9000
חדרה,גבעת אולגה,יחידת דיור,22,10.0,1.0,0,1,0,0,0,1,1,1,0,0,1800
ראשון לציון,רמז,דירה,60,0.0,2.0,1,1,0,0,0,0,0,0,0,0,4000
נתניה,קרית השרון,דירה,145,0.0,5.0,2,1,1,1,1,1,0,1,1,1,7450
עתלית,אין,יחידת דיור,80,0.0,3.0,1,1,0,0,0,1,0,0,1,0,4000
אלומה,אין,גג/פנטהאוז,103,0.0,4.0,1,0,1,0,0,0,0,0,0,0,4900
רחובות,דניה,דירה,60,0.0,2.0,0,1,1,0,1,1,1,1,1,0,3650
מודיעין מכבים רעות,הנחלים (ספדיה),דירה,135,0.0,4.5,1,1,1,1,0,1,1,0,1,0,7400
ירושלים,קרית היובל,דירת גן,100,0.0,4.0,3,1,0,0,0,1,1,0,1,0,6200
כפר יחזקאל,אין,סטודיו/לופט,45,0.0,1.0,1,1,1,0,0,1,1,0,0,0,1600
ראשון לציון,קרית חתני פרס נובל,דירה,86,0.0,3.0,1,1,1,1,1,1,1,0,0,0,6800
רמלה,רמת דן;גבעת הדר,דירה,48,0.0,3.0,1,1,1,1,1,0,0,0,0,1,4800
שדה ורבורג,אין,בית פרטי/קוטג,500,0.0,3.5,1,1,1,1,0,0,0,1,0,0,6800
חיפה,נווה דוד,דירה,40,0.0,1.0,0,1,0,0,0,0,1,0,1,0,1800
ראשון לציון,השומר,דירה,80,0.0,3.5,0,1,0,0,0,0,1,0,0,0,4600
אשדוד,רובע טו,יחידת דיור,60,0.0,2.0,0,1,1,0,0,1,1,0,0,0,3500
בנימינה גבעת עדה,אין,בית פרטי/קוטג,500,400.0,3.0,1,1,0,0,0,1,0,0,0,1,5500
כפר ורדים,אין,יחידת דיור,50,250.0,2.0,2,1,1,0,0,0,1,0,0,0,3500
פתח תקווה,מרכז העיר צפון,סאבלט,40,0.0,1.0,0,1,0,0,0,1,1,0,0,0,2500
יבנה,נווה אילן,יחידת דיור,45,15.0,2.0,0,1,0,0,0,0,0,0,0,0,3500
רמת גן,רמת חן,דירה,60,0.0,3.0,0,1,0,0,0,0,1,0,0,0,6000
קיסריה,אין,בית פרטי/קוטג,630,450.0,3.0,2,1,1,0,0,1,0,1,1,0,9200
לוד,גני יער,דירה,124,0.0,5.0,1,1,1,1,1,0,1,0,0,1,5500
דימונה,אין,דירה,50,0.0,2.0,0,1,0,0,0,1,1,0,1,0,2200
רמת גן,רמת עמידר,דירה,20,0.0,1.0,0,1,1,0,0,1,1,0,0,0,2100
תל אביב יפו,נוה שאנן,דירה,50,0.0,2.0,1,1,1,1,1,0,1,1,0,0,5000
חיפה,רמת חביב,יחידת דיור,54,12.0,1.0,1,0,0,0,1,0,1,1,0,0,3000
ירושלים,אין,דירה,56,20.0,2.0,0,1,0,0,0,1,1,0,1,0,3900
גבעת זאב,אין,יחידת דיור,45,0.0,2.0,0,1,0,0,0,0,1,1,0,0,3300
פרדס חנה כרכור,נוה פרדסים,דירה,100,0.0,4.0,0,1,1,1,1,1,0,0,0,0,4000
חיפה,רמות רמז,דירת גן,80,100.0,3.0,0,1,0,1,1,0,0,0,0,0,4500
נהריה,"גבעת כצנלסון, גבעת שרת וקרית עשור",דירה,70,0.0,3.0,0,1,0,0,0,0,1,0,0,0,3100
תל אביב יפו,לב תל אביב החלק הצפוני,דירה,82,0.0,2.0,1,1,1,1,1,1,0,1,0,1,8700
תל אביב יפו,הצפון החדש החלק הדרומי,דירה,85,0.0,3.5,0,1,0,0,0,1,0,0,1,0,8500
פתח תקווה,מרכז העיר דרום,דירה,120,0.0,3.0,0,1,1,0,1,0,0,0,0,1,4900
נתניה,גלי הים,דירה,90,0.0,3.0,1,1,0,1,1,1,0,0,1,0,5500
באר שבע,העיר העתיקה ורסקו,דירה,110,0.0,2.5,0,1,0,0,0,1,1,0,0,0,2600
חולון,קריית שרת,דירה,52,0.0,2.0,0,1,0,0,1,0,0,1,1,0,3800
רעננה,אין,דירה,105,0.0,4.0,1,1,1,1,1,0,0,0,0,0,7600
ירושלים,רסקו(גבעת הורדים),דירה,50,0.0,2.0,2,0,0,0,0,0,0,0,1,0,4500
רמת גן,רמת עמידר,בית פרטי/קוטג,250,130.0,4.0,3,1,0,0,0,1,1,1,1,1,7000
נס ציונה,וואלי (valley),דירה,118,0.0,4.0,1,1,1,1,1,0,0,1,0,1,0
ירושלים,גילה,דירה,48,0.0,2.5,0,0,0,0,0,0,1,1,1,1,3400
רמת גן,יד לבנים,דירה,70,0.0,3.0,1,1,0,0,0,0,1,1,1,0,4950
שדרות,נאות יצחק רבין,דירה,75,0.0,3.5,1,1,1,1,0,0,0,0,0,0,2995
דימונה,אין,דירה,74,0.0,3.0,0,1,0,0,0,1,0,0,1,0,2200
בת ים,מתחם קוממיות,דירה,82,0.0,3.0,2,1,1,0,1,0,0,0,0,0,7000
ירושלים,קטמון א-ו,דירה,60,0.0,3.0,1,1,0,0,0,1,0,0,1,0,4600
הרצליה,הרצליה הירוקה,דירה,136,0.0,5.0,1,1,1,1,1,0,0,1,0,1,10000
אלעזר,אין,דירה,110,0.0,4.0,0,1,0,0,0,0,0,0,1,0,4700
עפולה,אין,דירה,140,0.0,4.0,2,0,0,0,0,0,0,0,0,0,4000
ראשון לציון,נאות אשלים,דירה,80,0.0,3.0,0,0,1,1,1,0,0,0,0,0,5500
ירושלים,"תלפיות, ארנונה",יחידת דיור,1,0.0,1.0,0,1,0,0,0,1,0,0,1,0,2700
תל אביב יפו,נוה שאנן,דירה,123,50.0,3.0,1,1,1,1,1,1,0,1,0,1,7500
תל אביב יפו,גבעת הרצל,דירה,90,0.0,3.0,1,1,1,1,1,0,0,1,0,0,9500
מצפה רמון,אין,יחידת דיור,56,0.0,2.0,2,1,1,0,0,1,0,0,0,1,2350
ראשון לציון,שיכוני המזרח,סאבלט,80,0.0,3.5,1,0,1,0,0,0,0,0,0,0,9000
נהריה,מרכז העיר,דירה,117,0.0,4.0,1,1,1,1,1,0,0,0,0,1,3600
"גבעת כ""ח",אין,יחידת דיור,50,0.0,2.0,0,1,1,1,0,0,1,0,0,0,2800
תל אביב יפו,רמת ישראל,דירה,60,0.0,2.0,1,0,0,0,0,0,0,0,0,0,5500
חדרה,עין הים,דירה,130,0.0,5.0,1,1,1,0,1,0,0,1,0,1,5500
באר שבע,שכונה ד,דירה,58,0.0,3.0,0,1,0,0,0,0,1,0,1,0,1790
כפר יונה,אין,דו משפחתי,250,0.0,6.0,0,1,1,1,0,1,1,0,0,0,12000
אשדוד,סיטי,דירה,120,0.0,4.0,1,1,0,1,1,0,0,0,0,0,5800
נשר,תל חנן,דירה,68,0.0,3.0,0,1,0,0,0,0,1,0,0,0,2700
גבעת השלושה,אין,יחידת דיור,45,0.0,2.0,1,1,1,0,0,1,0,1,0,0,3270
נתניה,גלי הים,דירה,140,0.0,5.0,1,1,1,1,1,0,0,0,0,1,8700
תל אביב יפו,התקווה,דירה,120,0.0,5.0,0,1,0,0,0,1,0,0,0,0,10000
ירושלים,פסגת זאב מערב,דירה,85,0.0,3.0,0,1,1,1,1,0,1,0,0,0,4000
בני ברק,שכון ה',דירת גן,50,20.0,2.0,1,1,0,0,0,1,1,0,1,0,2800
תל אביב יפו,לב תל אביב החלק הצפוני,דירה,50,0.0,2.0,1,1,0,0,1,1,1,0,0,0,7500
מיתר / כרמית,אין,יחידת דיור,45,0.0,2.5,0,1,0,0,0,0,0,1,0,0,3000
ירושלים,"תלפיות, ארנונה",דירה,150,20.0,5.0,2,1,1,1,0,1,0,0,1,0,9000
ירושלים,"תלפיות, ארנונה",דירה,150,20.0,5.0,2,1,1,1,0,1,0,0,1,1,9500
רחובות,נווה אלון,דירה,65,0.0,3.0,0,1,1,0,1,1,1,0,0,0,4600
אורה,אין,בית פרטי/קוטג,150,100.0,5.0,2,1,1,0,0,1,0,0,0,0,12500
תל אביב יפו,רמת אביב ג,דירה,152,0.0,5.0,2,1,1,0,1,1,1,0,1,1,11500
רמת גן,מרכז העיר ג',דירה,60,0.0,3.0,0,1,0,0,0,1,0,0,1,0,0
תל אביב יפו,גבעת הרצל,דירה,50,0.0,2.0,0,1,1,0,1,0,0,1,0,0,6100
כפר סבא,אלי כהן;הפארק,דירה,65,0.0,3.0,0,1,0,0,0,1,0,0,1,0,4500
בית השיטה,אין,דירה,74,0.0,4.0,0,1,1,0,0,1,0,0,0,1,2500
באר שבע,שכונה ג,דירה,30,0.0,2.0,0,1,0,0,0,1,1,0,1,0,1700
ירושלים,מנחת,דירה,90,0.0,3.0,1,1,1,1,0,0,0,0,0,1,7000
אילת,"נווה מדבר, יעלים",יחידת דיור,30,0.0,2.0,1,1,1,0,0,1,1,0,0,1,4000
רמת גן,שיכון מזרחי,דירה,65,0.0,2.5,2,1,0,0,0,0,0,0,0,0,4000
נצרת עילית,שלום,דירה,100,0.0,4.0,0,1,0,1,1,1,0,0,0,0,3200
קרית אונו,קיראון,דירה,115,0.0,4.0,0,1,0,0,0,0,1,0,0,0,5500
באר שבע,שכונה ג,דירה,55,0.0,2.5,1,1,1,0,0,0,0,0,1,0,2000
באר שבע,שכונה ב,דירה,80,0.0,4.0,0,1,0,0,0,0,1,0,0,0,3300
אליכין,אין,יחידת דיור,40,0.0,1.5,1,1,1,0,0,0,0,0,0,0,2800
הוד השרון,נווה הדר,מרתף/פרטר,70,0.0,3.0,0,1,0,1,0,1,1,0,0,0,4490
אשדוד,רובע יב,דירה,143,0.0,4.0,1,1,1,1,1,1,0,0,1,0,6500
מעלה אדומים,נופי סלע,דירה,118,0.0,4.0,1,1,1,1,1,1,0,1,0,0,6000
נתניה,רמת פולג,דירה,106,0.0,3.5,1,1,1,1,1,0,0,0,0,0,7000
אירוס,אין,יחידת דיור,65,0.0,2.0,0,1,1,1,0,0,1,0,0,0,4000
רמת גן,רמת אפעל,דירה,100,0.0,4.0,0,1,0,0,1,1,0,0,0,0,7500
אשדוד,רובע טז,דירה,160,0.0,4.0,1,1,1,1,1,0,1,1,1,1,6800
ראשון לציון,רמז,דירה,115,0.0,4.0,1,1,1,0,1,1,0,1,0,0,6600
בת ים,מרכז,דירה,115,0.0,4.0,0,1,1,0,1,1,1,1,0,0,7600
כפר יונה,אין,יחידת דיור,20,0.0,1.0,0,1,0,0,0,0,1,0,1,0,2500
אור עקיבא,"אורות, גני רבין",דירה,70,0.0,2.0,0,1,0,0,0,0,1,0,0,0,3000
תל אביב יפו,הצפון החדש החלק הדרומי,דירה,75,0.0,3.0,1,1,0,0,1,0,0,0,0,0,7400
נופית,אין,יחידת דיור,55,0.0,2.5,0,0,1,0,0,1,1,0,0,0,2100
אילת,שחמון,דירת גן,240,120.0,5.0,0,1,1,1,0,0,0,1,0,0,8500
באר שבע,שכונה ג,דירה,65,0.0,3.0,0,1,0,0,0,1,1,0,0,0,2200
תל אביב יפו,שבזי,בית פרטי/קוטג,120,60.0,2.5,2,1,0,0,0,1,1,0,1,0,6700
ירושלים,אין,יחידת דיור,60,0.0,2.5,0,1,0,0,1,0,1,0,0,0,3600
כפר סבא,אין,דירה,90,0.0,3.0,1,1,0,1,1,1,0,1,0,0,6250
רחובות,רחובות ההולנדית,מרתף/פרטר,40,0.0,2.0,0,1,0,1,0,1,0,0,0,0,3300
ירושלים,גבעת מרדכי,דירה,50,0.0,3.0,0,1,0,0,0,0,1,0,1,0,4100
נס ציונה,יד אלעזר,דירה,136,0.0,4.0,2,1,1,1,1,0,1,1,0,1,7800
עכו,נווה אלון,יחידת דיור,25,5.0,1.5,0,1,1,0,0,1,1,1,0,0,2400
מודיעין מכבים רעות,אין,דירת גן,185,75.0,4.0,1,1,1,1,1,0,0,0,1,1,6900
ירושלים,נחלת אחים,דירה,25,0.0,1.0,0,1,0,0,0,1,1,1,1,0,3300
צור משה,אין,יחידת דיור,80,0.0,2.5,0,0,0,0,0,0,0,0,0,0,4700
פתח תקווה,עין גנים,דירה,100,0.0,4.0,1,1,0,1,1,0,0,0,0,0,6200
ראשון לציון,נווה אליהו,דירה,65,0.0,3.0,0,1,0,0,0,0,0,0,0,0,3500
תל אביב יפו,גני צהלה,יחידת דיור,65,0.0,2.0,0,1,0,0,0,0,1,0,0,1,5100
תל אביב יפו,מונטיפיורי,דירה,94,0.0,4.0,1,1,1,1,1,1,0,1,0,0,12500
באר שבע,העיר העתיקה ורסקו,דירה,83,0.0,3.0,1,1,0,0,0,1,1,0,1,1,3850
חיפה,רמת ויזניץ,דירה,75,0.0,3.0,0,1,0,0,1,0,1,0,0,0,3200
רמת גן,רמת עמידר,דירה,40,0.0,2.0,0,1,0,0,0,1,1,0,0,0,4200
קרית מוצקין,מוצקין הצעירה ונווה גנים,דירה,125,0.0,4.0,1,1,1,1,1,0,1,1,0,0,5800
חדרה,ברנדייס,בית פרטי/קוטג,250,0.0,6.0,1,1,1,1,0,1,0,0,0,1,8500
תל אביב יפו,הצפון החדש סביבת ככר המדינה,דירה,60,0.0,2.0,0,1,1,0,1,0,1,0,0,1,7000
בית שמש,מרכז העיר,דירה,64,0.0,3.0,0,1,1,0,0,1,1,0,1,0,3200
באר שבע,העיר העתיקה ורסקו,דירה,175,0.0,6.0,1,1,1,1,1,0,1,0,0,0,4400
באר שבע,נווה זאב,דירה,80,0.0,4.0,0,1,0,1,1,1,0,1,0,0,3500
כפר סבא,אליעזר,דירה,35,0.0,2.0,1,1,1,0,0,1,0,0,0,0,3400
מודיעין מכבים רעות,אבני חן (קייזר),דירה,118,0.0,4.0,1,1,1,1,1,1,0,1,0,1,7000
באר שבע,שכונה ג,דירה,65,0.0,3.0,2,1,1,1,1,1,1,0,1,0,3300
בת ים,מרכז,דירה,60,0.0,2.5,2,1,0,0,1,1,1,0,0,0,4280
רמת גן,אין,דירה,50,0.0,2.5,1,1,1,1,1,0,1,0,0,0,6200
רעננה,אין,דירה,117,0.0,4.0,0,1,1,0,1,1,0,0,0,0,7700
אשדוד,רובע ו,דירה,90,0.0,4.0,1,1,0,1,1,1,0,0,0,0,5000
תל אביב יפו,הצפון הישן החלק המרכזי,דירה,65,0.0,3.0,2,0,0,0,0,0,0,0,0,0,8200
קרית אונו,קיראון,דירה,75,0.0,3.0,0,1,0,0,0,1,0,0,0,0,4800
צפת,אין,דירת גן,160,80.0,3.0,2,1,1,1,0,1,0,0,1,1,3500
רעננה,אין,דירת גן,110,30.0,3.5,1,1,1,1,1,0,0,1,0,1,6900
זכרון יעקב,נווה שרת,דירת גן,140,90.0,2.0,1,1,1,0,0,1,1,1,0,0,6000
נעלה,אין,יחידת דיור,90,40.0,2.0,1,1,0,0,0,1,0,0,1,0,2900
חיפה,הדר הכרמל,דירה,53,0.0,3.0,1,1,0,1,0,1,1,0,0,1,3000
בני ברק,הר שלום,דירה,85,0.0,3.0,2,1,1,0,0,1,0,0,0,0,4500
גבעת זאב,אין,יחידת דיור,50,0.0,2.0,0,1,0,0,0,1,1,0,0,0,3700
רמת גן,המשולש הגדול - קרית קריניצי החדשה,דירת גן,285,118.0,7.0,2,1,1,1,1,1,0,1,0,0,11500
משמרות,אין,בית פרטי/קוטג,500,500.0,4.0,1,1,1,1,0,0,0,1,1,0,10000
ראשון לציון,שיכוני המזרח,דירה,90,0.0,3.0,1,1,1,1,1,0,0,0,0,0,5800
הוד השרון,רמת מנחם,דירה,119,0.0,4.0,1,1,1,1,1,0,0,0,0,0,7800
חיננית,אין,בית פרטי/קוטג,58,0.0,2.0,1,1,1,0,0,1,1,0,0,1,2400
זכרון יעקב,רמת צבי,דירה,110,0.0,4.0,1,1,0,1,1,1,0,1,0,0,5000
תל אביב יפו,הצפון הישן החלק הדרום מזרחי,דירה,45,0.0,2.0,0,1,0,0,0,1,0,0,0,0,6100
נתניה,מרכז העיר,דירה,35,0.0,1.5,0,1,0,0,0,1,1,0,1,0,2900
רמת גן,רמת עמידר,דירה,70,0.0,3.0,0,1,0,1,0,1,1,0,1,0,4800
תל אביב יפו,נחלת יצחק,דירה,100,0.0,4.5,1,1,1,0,1,1,1,0,1,1,8500
מגדלים,אין,דירת גן,165,50.0,4.0,1,1,1,1,0,0,0,0,0,0,0
עלמון,אין,יחידת דיור,45,0.0,2.0,1,1,0,0,0,0,1,0,1,0,0
אשקלון,בן גוריון,דירה,60,0.0,2.5,0,1,0,0,0,1,1,0,0,0,2700
פוריה עילית,אין,גג/פנטהאוז,150,50.0,1.0,1,1,1,1,0,1,0,0,0,0,4500
גבעתיים,תל גנים,דירה,74,0.0,3.0,0,1,0,0,0,0,0,0,0,0,4900
חדרה,שמשון;שלמה;ביאליק,יחידת דיור,50,0.0,2.0,1,1,1,0,0,0,0,0,0,0,3500
קיסריה,אין,דירה,52,0.0,2.5,0,1,1,0,0,1,1,0,0,0,4500
תל אביב יפו,חוף הצוק,סאבלט,30,0.0,1.0,1,1,1,1,1,1,1,1,0,0,7500
קרית גת,אין,דירה,100,0.0,3.0,1,1,1,1,1,0,0,1,0,1,3600
נשר,תל חנן,דירה,85,0.0,3.5,0,1,0,0,0,0,1,0,0,0,3300
פתח תקווה,רמות ורבר,דירה,70,0.0,3.0,0,1,0,0,0,0,0,0,0,0,3999
שקף,אין,בית פרטי/קוטג,500,340.0,5.0,3,1,1,1,0,0,0,1,0,1,7500
פרדס חנה כרכור,אין,דירה,77,0.0,2.0,1,1,1,1,1,0,0,0,0,1,3500
ירושלים,קרית האומה,דירה,115,0.0,4.0,1,1,1,1,1,0,0,1,0,1,10000
שתולה,אין,בית פרטי/קוטג,550,320.0,5.0,3,1,1,1,0,1,1,1,0,1,4500
אשדוד,רובע ח,דירה,72,0.0,3.5,1,1,0,1,1,1,0,0,0,0,5500
רמת גן,מרכז העיר א',דירה,60,0.0,3.0,0,1,0,0,0,0,1,0,1,0,5600
קרית גת,אין,דירה,97,0.0,4.0,1,1,1,0,1,0,0,1,0,0,4200
גן יבנה,אין,דו משפחתי,360,250.0,5.0,0,1,1,1,0,1,1,1,0,1,9000
כרמיאל,הגליל,בית פרטי/קוטג,140,80.0,5.0,1,1,1,1,0,1,0,1,0,0,5800
רמת גן,רמת אפעל,דירה,94,0.0,3.0,1,1,1,1,1,1,0,1,0,0,6700
פתח תקווה,מרכז העיר צפון,יחידת דיור,55,0.0,2.0,0,1,0,0,0,1,1,0,0,0,3800
ראשון לציון,קרית גנים,דירה,100,0.0,4.0,1,1,1,0,0,0,0,0,0,1,7200
חולון,קריית שרת,דירה,74,0.0,3.0,0,1,0,0,0,1,0,0,0,0,5000
פתח תקווה,אחדות,דירה,70,0.0,2.0,0,1,0,0,0,0,0,0,1,0,3200
גדרה,אין,בית פרטי/קוטג,500,370.0,7.0,1,1,1,1,0,0,0,1,0,1,16000
גורנות הגליל,אין,דירת גן,150,100.0,2.0,0,1,1,0,0,1,1,0,0,1,3000
יבנה,השכונה הירוקה,דירה,150,0.0,5.0,1,1,1,1,1,0,1,0,0,1,6800
טירת כרמל,אין,דירה,40,0.0,2.0,0,1,1,0,0,0,1,0,0,0,2400
רחובות,אחוזת הנשיא,דירה,102,0.0,4.0,2,1,1,1,1,1,1,1,0,0,6900
כוכב יאיר / צור יגאל,אין,בית פרטי/קוטג,300,190.0,4.0,1,1,1,1,0,1,0,0,0,0,8000
הוד השרון,נווה הדר,מרתף/פרטר,115,0.0,3.0,0,1,0,1,0,1,1,0,1,0,5400
פתח תקווה,מרכז העיר צפון,דירה,93,0.0,4.5,1,1,1,1,1,1,0,0,0,0,6200
רמת גן,אין,דירה,55,0.0,2.0,1,1,0,0,0,1,0,0,0,0,4500
כפר סבא,אין,דירה,45,0.0,2.0,0,1,0,0,0,0,0,0,0,0,3700
גבעתיים,סיטי,דירה,115,0.0,4.0,1,1,1,1,1,0,0,1,0,1,10000
כפר ורדים,אין,בית פרטי/קוטג,290,50.0,6.5,3,1,1,1,0,0,1,0,1,1,6500
רשפון,אין,יחידת דיור,80,0.0,2.0,0,1,0,0,0,0,1,0,1,0,5500
צרופה,אין,דירת גן,190,100.0,4.0,0,1,1,0,0,1,0,0,0,0,4500
רעננה,אין,דירה,150,0.0,4.0,0,1,1,0,1,0,0,0,1,0,8000
הרצליה,נוה עמל,בית פרטי/קוטג,525,440.0,3.5,1,1,1,0,0,0,0,1,0,1,7100
ראשון לציון,קרית ראשון;קריית כרמים,דירה,110,0.0,4.0,1,1,1,1,1,0,1,1,1,0,6200
תל אביב יפו,המשתלה,דירה,113,0.0,4.5,1,1,1,1,0,0,0,0,0,1,10500
אור עקיבא,"אורות, גני רבין",בית פרטי/קוטג,60,20.0,3.0,0,1,1,0,0,1,0,0,0,0,3200
נוקדים,אין,דירה,115,0.0,3.0,0,1,0,0,0,1,0,0,0,0,4000
זכרון יעקב,המושבה,בית פרטי/קוטג,150,20.0,5.0,0,1,1,1,0,1,1,0,0,0,7500
גבעתיים,תל גנים,דירה,100,0.0,3.5,0,1,0,0,1,0,1,0,0,0,7200
רחובות,אבן גבירול,דירה,72,0.0,3.0,2,1,1,1,1,0,0,0,1,0,4500
תל אביב יפו,רמת אביב החדשה,דירה,120,0.0,4.5,1,1,1,1,1,0,0,0,0,1,12000
נהריה,מרכז העיר,תיירות ונופש,56,0.0,2.0,0,1,0,1,0,1,0,0,1,0,300
נשר,בן דור,דירה,20,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0
אופקים,אין,יחידת דיור,40,0.0,1.5,0,1,0,0,0,0,1,0,0,0,2300
ראשון לציון,נחלת יהודה,יחידת דיור,40,0.0,2.0,0,1,1,0,0,1,1,0,0,0,3800
כפר חסידים ב',אין,דירת גן,140,0.0,4.0,2,1,0,1,0,0,0,0,0,0,5300
מגל,אין,דירה,70,0.0,2.0,1,1,0,0,0,1,0,0,0,0,4500
חיפה,קרית חיים מזרחית,דירה,120,0.0,5.0,0,0,0,0,0,0,0,0,0,0,4600
חיפה,הדר הכרמל,דירה,90,0.0,4.0,0,0,0,0,0,0,0,0,0,0,3000
חיפה,כרמל מערבי,דירה,70,0.0,2.0,1,1,1,0,1,1,1,1,0,1,4800
שדה ורבורג,אין,בית פרטי/קוטג,367,500.0,7.0,0,1,1,1,0,1,0,0,0,1,100
נתניה,קרית השרון,דירה,110,0.0,4.0,1,1,1,1,1,1,1,1,0,0,6500
שקד,אין,בית פרטי/קוטג,140,440.0,4.0,2,0,1,1,0,0,0,0,0,1,5500
טבריה,פלוס 200,דירה,151,0.0,5.0,1,1,1,0,0,1,0,0,0,0,5000
כרמיאל,רמת רבין,דירה,70,0.0,3.0,1,1,1,1,0,0,0,0,0,1,3400
קדמת צבי,אין,דירה,35,0.0,1.5,1,1,1,0,0,0,0,0,0,0,1600
תל אביב יפו,הצפון הישן החלק הדרום מזרחי,דירת גן,100,60.0,2.0,1,1,0,1,0,1,1,1,1,1,8000
תל אביב יפו,שיכון בבלי,דירה,146,0.0,4.5,1,1,1,1,1,0,0,0,0,0,16000
